no,id,日期,起始时间点,结束时间点,歌曲文件名,歌曲名,原唱,版本号,版本名,时间轴,状态,歌词
208,A000209,2021.05.15,0.0,275976.0, 你不知道的事,你不知道的事,王力宏,,,0,0,"[ti:你不知道的事]
[ar:王力宏]
[al:十八般武艺]
[by:]
[offset:0]
[00:00.00]你不知道的事 - 王力宏 (Leehom Wang)
[00:02.27]词：王力宏/瑞业
[00:04.54]曲：王力宏
[00:06.82]蝴蝶眨几次眼睛才学会飞行
[00:14.41]
[00:17.70]夜空洒满了星星但几颗会落地
[00:25.72]
[00:28.08]我飞行但你坠落之际
[00:32.51]
[00:33.44]很靠近还听见呼吸
[00:37.72]
[00:39.09]对不起我却没捉紧你
[00:45.43]
[00:48.53]你不知道我为什么离开你
[00:53.31]
[00:53.90]我坚持不能说放任你哭泣
[00:58.77]
[00:59.41]你的泪滴像倾盆大雨
[01:03.06]
[01:03.83]碎了满地在心里清晰
[01:09.75]
[01:10.34]你不知道我为什么狠下心
[01:15.87]盘旋在你看不见的高空里
[01:21.21]
[01:23.19]多的是你不知道的事
[01:30.92]
[01:40.53]蝴蝶眨几次眼睛
[01:44.03]
[01:46.00]才学会飞行
[01:48.64]
[01:51.46]夜空洒满了星星
[01:55.22]
[01:56.59]但几颗会落地
[01:59.73]
[02:01.96]我飞行但你坠落之际
[02:06.31]
[02:07.19]很靠近还听见呼吸
[02:11.70]
[02:12.91]对不起我却没捉紧你
[02:19.73]
[02:22.23]你不知道我为什么离开你
[02:27.13]
[02:27.64]我坚持不能说放任你哭泣
[02:32.64]
[02:33.15]你的泪滴像倾盆大雨
[02:36.89]
[02:37.58]碎了满地在心里清晰
[02:43.62]
[02:44.24]你不知道我为什么狠下心
[02:49.33]
[02:49.85]盘旋在你看不见的高空里
[02:55.19]
[02:57.39]多的是你不知道的事
[03:03.83]
[03:24.99]我飞行但你坠落之际
[03:29.49]
[03:34.25]你不知道我为什么离开你
[03:39.20]
[03:39.71]我坚持不能说放任你哭泣
[03:45.15]你的泪滴像
[03:46.94]倾盆大雨碎了满地
[03:51.64]
[03:52.35]在心里清晰
[03:55.50]
[03:56.20]你不知道我为什么狠下心
[04:01.27]
[04:01.82]盘旋在你看不见的高空里
[04:07.41]
[04:09.37]多的是你不知道的事"
209,A000210,2021.05.15,0.0,200496.0, 宁夏,宁夏,梁静茹,,,0,0,"[ti:宁夏]
[ar:梁静茹]
[al:现在开始我爱你]
[by:]
[offset:0]
[00:00.00]宁夏 - 梁静茹 (Fish Leong)
[00:08.01]词：李正帆
[00:16.02]曲：李正帆
[00:24.04]宁静的夏天天空中繁星点点
[00:29.65]心里头有些思念思念着你的脸
[00:35.91]我可以假装看不见
[00:39.43]也可以偷偷地想念
[00:42.78]直到让我摸到你那温暖的脸
[00:51.04]
[01:00.24]宁静的夏天天空中繁星点点
[01:05.72]心里头有些思念思念着你的脸
[01:11.93]我可以假装看不见
[01:15.50]也可以偷偷地想念
[01:18.82]直到让我摸到你那温暖的脸
[01:26.99]
[01:30.56]知了也睡了安心地睡了
[01:36.16]在我心里面宁静的夏天
[01:41.93]知了也睡了安心地睡了
[01:49.28]在我心里面宁静的夏天
[01:57.69]
[02:00.79]宁静的夏天天空中繁星点点
[02:06.38]心里头有些思念思念着你的脸
[02:12.65]我可以假装看不见
[02:16.21]也可以偷偷地想念
[02:19.44]直到让我摸到你那温暖的脸
[02:28.09]
[02:28.68]那是个宁静的夏天
[02:34.50]你来到宁夏的那一天
[02:40.28]知了也睡了安心地睡了
[02:45.78]在我心里面宁静的夏天
[02:51.51]知了也睡了安心地睡了
[02:58.64]
[03:06.21]在我心里面宁静的夏天"
210,A000211,2021.05.16,0.0,234840.0, 勇气,勇气,棉子,,,0,0,"[ti:勇气]
[ar:棉子]
[al:勇气]
[by:]
[offset:0]
[00:00.00]勇气 - 棉子
[00:00.70]词：夏飞
[00:01.40]曲：潘柯夫
[00:02.10]编曲：王大夫
[00:02.80]制作人：關丙晙楹/潘柯夫
[00:03.50]监制：關丙晙楹/郑翰文/沈炳
[00:04.20]吉他：王大夫
[00:04.90]录音工程师：宋兴超
[00:05.60]录音室：好听音乐
[00:06.30]混音工程师：欧姆@FLOWSIXTEEN
[00:07.00]混音室：FLOWSIXTEEN STUDIO
[00:07.70]母带工程师：全相彦@OKmastering Studio
[00:08.40]艺人合作总监：宫尹琳Rainie/许雯婉
[00:09.10]封面设计：何晓婷
[00:09.80]出品：中视鸣达
[00:10.51]（未经许可,不得翻唱或使用）
[00:14.20]我爱你
[00:15.92]无畏人海的拥挤
[00:19.40]用尽余生的勇气
[00:22.63]只为能靠近你
[00:25.28]哪怕一厘米
[00:27.68]爱上你
[00:29.64]是我落下的险棋
[00:32.97]不惧岁月的更替
[00:36.20]往后的朝夕
[00:38.92]不论风雨
[00:40.81]是你就足矣
[00:45.09]看了太多情人分分合合
[00:50.90]爱其实很脆弱
[00:54.28]像温室里的花朵
[00:58.72]你这么说
[01:01.08]我其实很忐忑
[01:04.66]若我没有许过承诺
[01:09.85]你还爱我吗
[01:13.20]听夜空的流星
[01:18.32]陨落的声音
[01:21.69]这愿望让你听
[01:26.13]我爱你
[01:27.89]无畏人海的拥挤
[01:31.32]用尽余生的勇气
[01:34.64]只为能靠近你
[01:37.24]哪怕一厘米
[01:39.54]爱上你
[01:41.41]是我落下的险棋
[01:44.90]不惧岁月的更替
[01:48.23]往后的朝夕
[01:50.88]不论风雨
[01:52.63]是你就足矣
[02:24.24]你这么说
[02:27.12]我其实很忐忑
[02:30.16]若我没有许过承诺
[02:35.28]你还爱我吗
[02:38.87]听夜空的流星
[02:44.24]陨落的声音
[02:47.39]这愿望让你听
[02:51.87]我爱你
[02:53.41]无畏人海的拥挤
[02:56.94]用尽余生的勇气
[03:00.07]只为能靠近你
[03:02.92]哪怕一厘米
[03:05.34]爱上你
[03:07.23]是我落下的险棋
[03:10.66]不惧岁月的更替
[03:14.01]往后的朝夕
[03:16.57]不论风雨
[03:18.49]是你就足矣
[03:22.56]我爱你
[03:24.24]无畏人海的拥挤
[03:27.64]用尽余生的勇气
[03:31.22]只为能靠近你
[03:33.97]哪怕一厘米
[03:36.40]爱上你
[03:38.13]是我落下的险棋
[03:41.47]不惧岁月的更替
[03:45.17]往后的朝夕
[03:47.38]不论风雨
[03:49.64]是你就足矣"
211,A000212,2021.05.16,0.0,225864.0, 如果的事,如果的事,"范玮琪,张韶涵",,,0,0,"[ti:如果的事]
[ar:范玮琪/张韶涵]
[al:一比一]
[by:]
[offset:0]
[00:00.01]如果的事 - 范玮琪 (Christine Fan)/张韶涵 (Angela Zhang)
[00:00.02]词：王蓝茵
[00:00.03]曲：王蓝茵
[00:00.04]编曲：屠颖
[00:00.08]
[00:16.69]琪：我想过一件事 不是坏的事
[00:21.21]
[00:24.98]一直对自己坚持 爱情的意思
[00:28.63]
[00:31.27]像风没有理由轻轻吹着走
[00:33.84]
[00:34.80]谁爱谁没有所谓的对与错
[00:37.97]合：不管时间
[00:39.74]
[00:40.76]说着我们在一起有多坎坷
[00:44.86]
[00:45.58]涵：我不敢去证实 爱你两个字
[00:50.84]
[00:54.46]不是对自己矜持 也不是讽刺
[00:58.24]
[01:00.78]别人都在说我其实很无知
[01:03.43]
[01:04.37]这样的感情被认定很放肆
[01:07.17]
[01:08.15]我很不服 我还在想着那件事
[01:14.33]
[01:15.39]琪：如果你已经不能控制
[01:17.91]每天想我一次
[01:19.75]如果你因为我而诚实
[01:22.81]涵：如果你看我的电影
[01:25.35]听我爱的CD如果
[01:27.60]你能带我一起旅行
[01:29.42]
[01:30.26]琪：如果你决定跟随感觉
[01:32.65]为爱勇敢一次
[01:34.54]如果你说我们有彼此
[01:36.95]
[01:37.66]涵：如果你会开始相信
[01:40.07]这般恋爱心情 如果
[01:42.43]合：你能给我如果的事
[01:44.39]
[02:04.51]琪：我不敢去证实 爱你两个字
[02:08.45]涵：爱你两个字
[02:10.44]
[02:11.60]琪：不是对自己矜持
[02:14.01]
[02:14.60]也不是讽刺
[02:16.61]
[02:18.56]涵：别人都在
[02:19.41]合：说我其实很无知
[02:21.08]
[02:22.03]涵：这样的感情
[02:23.15]合：被认定很放肆
[02:24.85]
[02:25.99]我很不服
[02:27.55]
[02:28.40]我还在想着那件事
[02:30.86]
[02:33.09]琪：如果你已经不能控制
[02:35.45]每天想我一次
[02:37.30]如果你因为我而诚实
[02:39.67]
[02:40.39]涵：如果你看我的电影
[02:42.84]听我爱的CD如果
[02:45.06]合：你能带我一起旅行
[02:47.11]
[02:47.87]琪：如果你决定跟随感觉
[02:50.21]为爱勇敢一次
[02:52.10]如果你说我们有彼此
[02:54.85]涵：如果你会开始相信
[02:57.57]这般恋爱心情 如果
[02:59.84]合：你能给我如果的事
[03:01.64]
[03:02.61]如果你已经不能控制
[03:05.04]每天想我一次
[03:06.87]如果你因为我而诚实
[03:09.28]
[03:10.03]如果你看我的电影
[03:12.44]听我爱的CD
[03:13.67]
[03:14.30]如果你能带我一起旅行
[03:16.59]
[03:17.62]如果你决定跟随感觉
[03:19.89]为爱勇敢一次
[03:21.64]如果你说我们有彼此
[03:24.01]
[03:24.75]如果你会开始相信
[03:27.13]这般恋爱心情
[03:28.96]我只要你一件如果的事
[03:31.36]
[03:32.86]我会奋不顾身地去爱你"
212,A000213,2021.05.19,0.0,132672.0, Perfect,Perfect,,,,0,2,
213,A000214,2021.05.19,0.0,167400.0, 我又初恋了 2.0,我又初恋了,,2.0,,0,2,
214,A000215,2021.05.19,0.0,94080.0, 海龟之歌,海龟之歌,,,,0,2,
215,A000216,2021.05.19,0.0,188568.0, 爱的魔法,爱的魔法,金莎,,,0,0,"[ti:爱的魔法]
[ar:金莎]
[al:他不爱我]
[by:]
[offset:0]
[00:00.00]爱的魔法 - 金莎 (Kym)
[00:04.07]词：金莎
[00:08.15]曲：刘佳
[00:12.23]啊啊啊啊啊啊啊啊啊啊
[00:17.27]啊啊啊啊啊啊啊啊啊啊
[00:22.11]Na na na na na na na na na na
[00:27.03]Na na na na na na na na na na
[00:32.11]Na na na na na na na na na na
[00:37.16]Na na na na na na na na na na
[00:42.21]
[00:42.90]确定
[00:43.49]其实还不确定
[00:44.72]只是四目相对有心悸
[00:47.26]不见你会想你
[00:48.54]在人群中找你
[00:49.79]找到后又假装不看你
[00:52.34]她们说
[00:53.29]你有点坏
[00:54.54]追你的女生都很伤心
[00:57.41]可是我
[00:58.31]永不会追
[00:59.59]我要让你忍不住动心
[01:02.16]
[01:03.14]要保持魅力
[01:04.16]忽远又忽近
[01:05.60]不能随意献殷勤
[01:07.51]要像蜜桃般甜美
[01:09.08]阅读更多书籍
[01:10.70]充实自己更完美
[01:12.54]不是每一次的约会
[01:15.41]你约我就出现
[01:17.64]不是每一通的电话
[01:20.48]你打来我都会接
[01:22.74]爱情不是投入越快
[01:25.46]就可以收获更多
[01:27.73]喜欢被你送到家门
[01:30.52]但不能请你喝咖啡
[01:32.51]
[01:38.58]确定
[01:39.06]其实还不确定
[01:40.36]只是四目相对有心悸
[01:42.84]不见你会想你
[01:44.12]在人群中找你
[01:45.35]找到后又假装不看你
[01:47.85]她们说
[01:48.82]你有点坏
[01:50.11]追你的女生都很伤心
[01:52.94]可是我
[01:53.86]永不会追
[01:55.13]我要让你忍不住动心
[01:58.00]
[01:58.67]要保持魅力
[01:59.84]忽远又忽近
[02:01.18]不能随意献殷勤
[02:03.07]要像蜜桃般甜美
[02:04.86]阅读更多书籍
[02:06.24]充实自己更完美
[02:08.16]不是每一次的约会
[02:11.03]你约我就出现
[02:13.22]不是每一通的电话
[02:16.06]你打来我都会接
[02:18.28]爱情不是投入越快
[02:21.02]就可以收获更多
[02:23.46]喜欢被你送到家门
[02:26.09]但不能请你喝咖啡
[02:28.37]
[02:41.03]其实我渴望有一天
[02:43.79]能够透明一些
[02:45.99]心意全部被你知道
[02:48.89]会珍惜不会骄傲
[02:51.06]其实我真的喜欢你
[02:53.94]但还没有爱上你
[02:56.16]希望你就是对的人
[02:58.94]能和我 彼此宠爱"
216,A000217,2021.05.19,0.0,104496.0, 顶碗人评论即兴,顶碗人评论即兴,冉松,,,0,3,
217,A000218,2021.05.19,0.0,209496.0, 麋鹿森林,麋鹿森林,一口甜,,,0,0,"[ti:麋鹿森林]
[ar:一口甜]
[al:麋鹿森林]
[by:]
[offset:0]
[00:00.00]麋鹿森林 - 一口甜
[00:03.75]词：桃玖
[00:07.51]曲：CMJ
[00:11.27]编曲：CMJ
[00:15.03]混缩：杨栋梁
[00:18.79]和声：林施
[00:22.55]制作人：赵誉乔
[00:26.31]出品：Solo Music One
[00:30.07]尝一口 温热的latte
[00:33.81]像浓缩 满世界的雨
[00:37.32]可是你 摘下奶糖变的流星
[00:41.42]融化进杯子里
[00:44.60]是不是 love
[00:48.19]读作weird 写成我和你
[00:51.77]从相遇 这星球上南北东西
[00:55.61]多不可思议
[00:59.03]麋鹿迷路那片森林
[01:02.27]好像住着一只蓝鲸
[01:06.15]一次轻飘飘的呼吸
[01:08.94]就吹散头顶哭泣的乌云
[01:13.37]树袋熊拥抱着北极
[01:16.86]浮冰上有大象脚印
[01:20.51]柔软的长鼻子卷起
[01:23.24]你和我的梦境
[01:59.71]小礼帽的玩具士兵
[02:03.22]先看齐又立正稍息
[02:06.91]一二一 跟着你的节奏钢琴
[02:10.85]演奏进行曲
[02:14.07]So weird 是你的魔力
[02:17.53]萤火虫 撞进了风铃
[02:21.22]忽然间 睡在黑夜的我苏醒
[02:25.03]长出耳朵眼睛
[02:28.65]麋鹿迷路那片森林
[02:32.10]好像住着一只蓝鲸
[02:35.73]一次轻飘飘的呼吸
[02:38.41]就吹散头顶哭泣的乌云
[02:42.91]树袋熊 拥抱着北极
[02:46.32]浮冰上 有大象脚印
[02:50.01]柔软的 长鼻子卷起
[02:52.74]你和我的梦境
[02:57.26]麋鹿迷路那片森林
[03:00.70]好像住着一只蓝鲸
[03:04.35]一次轻飘飘的呼吸
[03:07.09]就吹散头顶哭泣的乌云
[03:11.51]树袋熊 拥抱着北极
[03:15.04]浮冰上有大象脚印
[03:18.67]柔软的长鼻子卷起
[03:21.40]你和我的梦境"
218,A000219,2021.05.20,0.0,292536.0, 快乐老家,快乐老家,"唐汉霄,梁龙,张碧晨,吴莫愁",,,0,0,"[ti:快乐老家]
[ar:唐汉霄,梁龙,张碧晨,吴莫愁,Lil Ghost小鬼]
[al:闪光的乐队 第10期]
[by:p_qxiuliu]
[offset:0]
[00:00.00]快乐老家 (Live) - 唐汉霄/梁龙/张碧晨/吴莫愁/Lil Ghost小鬼
[00:05.45]原唱：陈明
[00:06.39]词：浮克
[00:07.11]曲：浮克
[00:07.82]词曲改编：唐汉霄
[00:09.48]编曲：阿乱
[00:10.42]制作人：唐汉霄
[00:11.85]音乐总监：刘卓@维伴音乐
[00:14.45]音响总监：邵勇
[00:15.87]和声：唐汉霄
[00:17.06]乐队队长/键盘：尹之扬@维伴音乐
[00:20.61]钢琴：孙莉@维伴音乐
[00:22.75]吉他：熊林/高恭鹏@维伴音乐
[00:25.83]贝斯：娄弘荻@维伴音乐
[00:28.20]鼓：胡瑀轩@维伴音乐
[00:30.33]和音：朱江/黄琬婷@维伴音乐
[00:33.41]PGM：王禹茨@维伴音乐
[00:35.55]音频编辑：石行@维伴音乐
[00:38.15]音乐混音：佟尚泽@维伴音乐
[00:41.00]张碧晨/唐汉霄：
[00:42.60]跟我走吧
[00:47.54]天亮就出发
[00:52.55]梦已经醒来
[00:57.44]心不会害怕
[01:00.53]吴莫愁/王琳凯：
[01:02.41]有一个地方
[01:06.89]那是快乐老家
[01:12.23]近在心灵
[01:17.18]却远在天涯
[01:19.71]张碧晨/吴莫愁/唐汉霄/王琳凯：
[01:22.09]我所有的一切都只为找到它
[01:27.02]哪怕付出忧伤代价
[01:32.18]也许再穿过一条烦恼的河流
[01:37.43]明天就能够到达
[01:42.20]我生命的一切都只为拥有它
[01:47.02]让我们来真心对待吧
[01:52.05]等每一颗飘流的心都不再牵挂
[01:57.21]快乐是永远的家
[02:30.96]唐汉霄：
[02:34.65]日月的尽头 奔向亿万年之后 窥探我
[02:42.29]王琳凯：
[02:43.59]无声的白昼 落寞在狂欢之后 不停留
[02:51.03]梁龙：
[02:52.26]看海阔天空 看候鸟迁徙
[02:56.93]看流星坠落 看山谷幽幽
[03:01.54]看苍生蜉蝣 看落花流水
[03:05.93]看人来人往 看海市蜃楼
[03:09.70]合：
[03:09.89]Let it go Let it go
[03:13.94]就算狂风暴雨在身后
[03:18.62]Let it go Let it go
[03:23.07]趁着破晓之前出发 出发
[03:44.37]合：
[03:46.01]我所有的一切都只为找到它
[03:50.66]哪怕付出忧伤代价
[03:55.29]也许再穿过一条烦恼的河流
[03:59.96]明天就能够到达
[04:04.15]我生命的一切都只为拥有它
[04:08.83]让我们来真心对待吧
[04:13.43]等每一颗飘流的心都不再牵挂
[04:18.20]快乐是永远的家
[04:21.23]张碧晨：
[04:22.55]快乐是永远的家
[04:34.01]合：
[04:36.50]跟我走吧
[04:41.34]天亮就出发
[04:45.89]梦已经醒来
[04:50.63]心不会害怕"
219,A000220,2021.05.20,0.0,188688.0, 给我一个吻,给我一个吻,杨子姗,,,0,0,"[ti:给我一个吻]
[ar:杨子姗]
[al:重返20岁 电影原声带]
[by:]
[offset:0]
[00:00.00]给我一个吻 - 杨子姗
[00:04.43]词：陈式
[00:08.86]曲：Earl Shuman/Alden Shuman/Marshall Brown
[00:13.29]给我一个吻 可以不可以
[00:17.87]
[00:18.75]吻在我的脸上 留个爱标记
[00:23.45]
[00:24.32]给我一个吻 可以不可以
[00:28.86]
[00:29.80]吻在我的心上 让我想念你
[00:34.23]纵然瞪着你眼睛 你不答应
[00:39.27]
[00:39.78]我也要向你请求 决不灰心
[00:45.30]纵然闭着你嘴唇 你没回音
[00:50.84]我也要向你恳求 决不伤心
[00:55.71]
[01:19.79]给我一个吻 可以不可以
[01:24.21]
[01:24.97]吻在我的脸上 留个爱标记
[01:29.77]
[01:30.49]给我一个吻 可以不可以
[01:35.25]
[01:36.04]吻在我的心上 让我想念你
[01:40.49]纵然瞪着你眼睛 你不答应
[01:45.99]我也要向你请求 决不灰心
[01:50.95]
[01:51.64]纵然闭着你嘴唇 你没回音
[01:57.06]我也要向你恳求 决不伤心
[02:02.17]
[02:03.68]给我一个吻 可以不可以
[02:08.46]
[02:09.13]飞吻也没关系 我一样心感激
[02:13.81]
[02:14.62]给我一个吻 敷衍也可以
[02:19.38]
[02:20.17]飞吻表示甜蜜 我一样感谢你
[02:25.10]
[02:25.70]飞吻表示甜蜜 我一样感谢你
[02:31.17]飞吻表示甜蜜 我一样感谢你"
220,A000221,2021.05.20,0.0,247848.0, 羞答答的玫瑰静悄悄地开,羞答答的玫瑰静悄悄地开,孟庭苇,,,0,0,"[ti:羞答答的玫瑰静悄悄地开]
[ar:孟庭苇]
[al:红花]
[by:]
[offset:0]
[00:00.62]羞答答的玫瑰静悄悄地开 - 孟庭苇
[00:05.66]词：梁文福
[00:08.89]曲：梁文福
[00:12.46]编曲：8F Studio
[00:39.11]羞答答的玫瑰静悄悄地开
[00:43.01]
[00:43.63]慢慢地绽放她留给我的情怀
[00:48.26]春天的手呀翻阅她的等待
[00:52.65]我在暗暗思量该不该将她轻轻地摘
[00:57.18]
[00:58.02]羞答答的玫瑰静悄悄地开
[01:01.99]
[01:02.79]慢慢地燃烧她不承认的情怀
[01:06.86]
[01:07.74]清风的手呀试探她的等待
[01:11.86]我在暗暗犹豫该不该将她轻轻地摘
[01:16.43]
[01:19.69]怎么舍得如此接受你的爱
[01:23.63]
[01:24.37]从来喜欢都会被爱成悲哀
[01:28.48]
[01:29.17]怎么舍得如此揽你入胸怀
[01:33.30]
[01:34.01]当我越是深爱脾气就会越坏
[01:38.10]
[01:38.90]羞答答的玫瑰静悄悄地开
[01:42.88]
[01:43.66]慢慢地同时凋零同时盛开
[01:47.70]
[01:48.42]爱情的手呀抚过她的等待
[01:52.71]我在暗暗惆怅竟不曾将她轻轻地摘
[01:57.21]
[02:19.71]羞答答的玫瑰静悄悄地开
[02:23.61]
[02:24.36]慢慢地绽放她留给我的情怀
[02:28.48]
[02:29.20]春天的手呀翻阅她的等待
[02:33.41]我在暗暗思量该不该将她轻轻地摘
[02:38.04]
[02:38.78]羞答答的玫瑰静悄悄地开
[02:42.87]
[02:43.63]慢慢地燃烧她不承认的情怀
[02:47.74]
[02:48.47]清风的手呀试探她的等待
[02:52.61]我在暗暗犹豫该不该将她轻轻地摘
[02:57.23]
[03:00.42]怎么舍得如此接受你的爱
[03:04.52]
[03:05.20]从来喜欢都会被爱成悲哀
[03:09.28]
[03:09.96]怎么舍得如此揽你入胸怀
[03:14.00]
[03:14.78]当我越是深爱脾气就会越坏
[03:18.91]
[03:19.61]羞答答的玫瑰静悄悄地开
[03:23.71]
[03:24.38]慢慢地同时凋零同时盛开
[03:28.48]
[03:29.11]爱情的手呀抚过她的等待
[03:33.55]我在暗暗惆怅竟不曾将她轻轻地摘
[03:38.00]
[03:38.81]爱情的手呀抚过她的等待
[03:43.11]我在暗暗惆怅竟不曾将她轻轻地摘"
221,A000222,2021.05.21,0.0,267264.0, 이쁘다니까,이쁘다니까,,,,0,2,
222,A000223,2021.05.21,0.0,168792.0, 小情歌,小情歌,,,,0,2,
223,A000224,2021.05.21,0.0,201912.0, 彩虹的微笑,彩虹的微笑,方潇文,,,0,0,"[ti:彩虹的微笑]
[ar:方潇文]
[al:彩虹的微笑]
[by:]
[offset:0]
[00:00.00]彩虹的微笑 - 方潇文
[00:04.46]词：邓壁彤
[00:08.92]曲：陈韵如
[00:13.38]编曲：陈超
[00:17.84]叶子绿了
[00:19.97]花儿开了
[00:21.51]天空是甜甜的
[00:24.96]雨儿停了云儿笑了
[00:28.22]我用舞蹈来附和
[00:31.78]鸟儿闪过心是快乐
[00:35.17]不计较什么颜色
[00:38.65]音乐响起在这一刻
[00:42.07]我是一只甜蜜的小贝壳
[00:45.57]彩虹的微笑
[00:47.14]是最美感受
[00:48.99]快乐不需要理由
[00:52.52]牵起你的手随着风舞蹈
[00:55.77]幸福通通跟我走
[00:59.26]烦恼多多当是泡沫
[01:02.59]没什么好难过
[01:06.06]张开翅膀甩开悲伤
[01:09.44]你会得到更多
[01:26.85]风儿掠过
[01:28.42]星星在闪烁
[01:30.11]月亮她唱起歌
[01:33.52]阳光闪闪漫过小河
[01:36.83]微笑是彩色的
[01:40.42]鱼儿游过只要舞蹈
[01:43.71]没有什么不可
[01:47.29]音乐响起在这一刻
[01:50.59]我是美丽的一支小花朵
[01:54.18]彩虹的微笑
[01:55.82]是最美感受
[01:57.66]快乐不需要理由
[02:01.01]牵起你的手随着风舞蹈
[02:04.22]幸福通通跟我走
[02:07.83]烦恼多多当是泡沫
[02:11.30]没什么好难过
[02:14.70]张开翅膀甩开悲伤
[02:18.04]你会得到更多
[02:35.47]彩虹的微笑
[02:37.05]幸福在围绕
[02:38.66]快乐不需要对错
[02:42.11]水晶的蓝天
[02:43.83]微醺的烟火
[02:45.43]是天使留下的轮廓
[02:49.03]快乐像奶糖能把你融化
[02:52.27]妈妈这样对我说
[02:55.78]心儿飞扬挥动希望
[02:59.01]我看见美丽的城堡"
224,A000225,2021.05.21,0.0,171360.0, 忽然之间 3.0,忽然之间,"崔铭珈,阿虾",3.0,,0,0,"[ti:忽然之间 (男声合唱版)]
[ar:阿虾/崔铭嘉]
[al:忽然之间]
[by:]
[offset:0]
[00:00.00]忽然之间 (男声合唱版) - 崔铭珈/阿虾
[00:03.51]词：周耀辉/李焯雄
[00:07.03]曲：林健华
[00:10.54]编曲：崔铭嘉
[00:14.06]录音/混音：崔铭嘉
[00:17.58]忽然之间 天昏地暗
[00:24.88]世界可以
[00:26.60]忽然什么都没有
[00:32.17]我想起了你
[00:35.70]再想到自己
[00:39.44]我为什么
[00:40.87]总在非常脆弱的时候
[00:45.37]怀念你
[00:49.05]我明白 太放不开 你的爱
[00:54.27]太熟悉 你的关怀 分不开
[00:59.83]想你 算是安慰 还是悲哀
[01:03.85]而现在 就算时针 都停摆
[01:08.96]就算生命 像尘埃 分不开
[01:14.65]我们 也许反而 更相信爱
[01:21.97]如果这天地
[01:24.84]最终会消失
[01:29.15]不想一路走来珍惜的回忆
[01:35.03]没有你
[01:38.69]我明白 太放不开 你的爱
[01:44.05]太熟悉 你的关怀 分不开
[01:49.57]想你 算是安慰 还是悲哀
[01:53.49]而现在 就算时针 都停摆
[01:58.97]就算生命 像尘埃 分不开
[02:04.34]我们 也许反而 更相信爱
[02:08.36]我明白 太放不开 你的爱
[02:13.67]太熟悉 你的关怀 分不开
[02:19.22]想你 算是安慰 还是悲哀
[02:23.10]而现在 就算时针 都停摆
[02:28.30]就算生命 像尘埃 分不开
[02:34.00]我们 也许反而 更相信爱"
225,A000226,2021.05.21,0.0,192792.0, 恋爱ING,恋爱ING,,,,0,2,
226,A000227,2021.05.22,0.0,187416.0, 小永远,小永远,,,,0,2,
227,A000228,2021.05.22,0.0,273264.0, 海底,海底,哇绾绾呀,,,0,0,"[ti:]
[ar:]
[al:]
[by:时间戳工具]
[offset:0]
[00:00.00]海底 (忧郁女声版) - 哇绾绾呀
[00:08.18]词：一支榴莲
[00:16.36]曲：一支榴莲/寿延
[00:24.54]散落的月光穿过了云
[00:31.92]
[00:33.36]躲着人群
[00:37.11]
[00:37.74]铺成大海的鳞
[00:41.10]
[00:41.67]海浪打湿白裙
[00:44.31]试图推你回去
[00:49.71]
[00:50.52]海浪清洗血迹
[00:53.34]妄想温暖你
[00:58.23]
[00:58.74]往海的深处听
[01:03.21]谁的哀鸣在指引
[01:07.74]
[01:08.31]灵魂没入寂静
[01:11.10]无人将你吵醒
[01:16.44]
[01:16.98]你喜欢海风咸咸的气息
[01:19.95]踩着湿湿的沙砾
[01:21.66]你说人们的骨灰应该撒进海里
[01:25.86]你问我死后会去哪里
[01:29.01]有没有人爱你
[01:31.11]世界能否不再
[01:33.99]
[01:34.98]总爱对凉薄的人扯着笑脸
[01:38.91]
[01:39.45]岸上人们脸上都挂着无关
[01:43.86]人间毫无留恋
[01:46.65]一切散为烟
[01:50.94]
[02:24.45]散落的月光穿过了云
[02:31.50]
[02:33.30]躲着人群
[02:37.08]
[02:37.77]溜进海底
[02:41.10]
[02:41.67]海浪清洗血迹
[02:44.43]妄想温暖你
[02:49.80]
[02:50.55]灵魂没入寂静
[02:53.34]无人将你吵醒
[02:58.26]
[02:59.19]你喜欢海风咸咸的气息
[03:02.19]踩着湿湿的沙砾
[03:04.47]你说人们的骨灰应该撒进海里
[03:08.13]你问我死后会去哪里
[03:11.13]有没有人爱你
[03:13.35]世界已然将你抛弃
[03:17.22]总爱对凉薄的人扯着笑脸
[03:21.06]
[03:21.66]岸上人们脸上都挂着无关
[03:26.10]人间毫无留恋
[03:28.86]一切散为烟
[03:33.12]
[03:34.44]来不及来不及
[03:38.94]你曾笑着哭泣
[03:43.35]来不及来不及
[03:47.79]你颤抖的手臂
[03:52.23]来不及来不及
[03:56.73]无人将你打捞起
[04:01.17]来不及来不及
[04:05.61]你明明讨厌窒息"
